arm,radius,theta,k,surv_k,n,p,p_lo,p_hi,anchor_arm,anchor_k,anchor_n,p_anchor,ratio,ratio_lo,ratio_hi
clean,3,0.8,256,168,450,0.37333333333333335,0.32989151978389614,0.41891951913364706,matched,77,600,0.12833333333333333,2.909090909090909,2.2814814814814817,3.7709214743589743
clean,3,0.8,512,130,450,0.28888888888888886,0.24893740102150919,0.3324143305077293,matched,40,600,0.06666666666666667,4.333333333333333,3.137254901960784,6.208680555555556
clean,3,0.8,2048,84,450,0.18666666666666668,0.1533723874137422,0.22526544569807483,matched,9,600,0.015,12.444444444444445,6.933333333333334,30.333333333333332
clean,3,0.8,6144,43,450,0.09555555555555556,0.0717159942077307,0.1262420598798629,matched,5,600,0.008333333333333333,11.466666666666667,5.386666666666668,49.33333333333333
drclean02,0,0.4,8,259,2000,0.1295,0.11549225202985229,0.1449283321121278,driver02,283,2100,0.13476190476190475,0.9609540636042404,0.8151226076555024,1.1225520736562706
drclean02,0,0.4,32,96,2000,0.048,0.0394667769183416,0.0582662973925221,driver02,78,2100,0.037142857142857144,1.2923076923076924,0.9614457831325302,1.7303942131047156
drclean02,0,0.4,128,61,2000,0.0305,0.02381728747704533,0.038982885949836316,driver02,42,2100,0.02,1.525,1.0499999999999998,2.2750000000000004
drclean02,0,0.4,256,58,2000,0.029,0.02250029695161516,0.03730562782806803,driver02,41,2100,0.019523809523809523,1.4853658536585368,1.0043224637681158,2.2499999999999996
drclean02,0,0.4,512,58,2000,0.029,0.02250029695161516,0.03730562782806803,driver02,41,2100,0.019523809523809523,1.4853658536585368,1.0143914377556984,2.2693548387096776
drclean02,0,0.4,2048,58,2000,0.029,0.02250029695161516,0.03730562782806803,driver02,41,2100,0.019523809523809523,1.4853658536585368,1.0096153846153846,2.24
